DATE: 2022-02-08 11:47:44 pm|Action: addAppointmentMTLA1212|MTLA121212|PHYSICIAN | Parameters: USER:MONserverMTLA1212/ AppointmentId: MTLA121212/ AppointmentType: PHYSICIAN/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-08 11:47:58 pm|Action: addAppointmentMTLA1212|SHEA121212|SURGEON | Parameters: USER:sheserverMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-08 11:47:58 pm|Action: addAppointmentMTLA1212|SHEA121212|SURGEON | Parameters: USER:SHEserverMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 11:47:07 am|Action: addAppointmentMTLA1212|MTLA121212|PHYSICIAN | Parameters: USER:MONserverMTLA1212/ AppointmentId: MTLA121212/ AppointmentType: PHYSICIAN/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 11:47:37 am|Action: addAppointmentMTLA1212|QUEA121212|SURGEON | Parameters: USER:MONserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 11:47:37 am|Action: addAppointmentMTLA1212|QUEA121212|SURGEON | Parameters: USER:QUEserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 01:07:57 pm|Action: addAppointmentMTLA1212|MTLA121212|PHYSICIAN | Parameters: USER:MONserverMTLA1212/ AppointmentId: MTLA121212/ AppointmentType: PHYSICIAN/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 01:08:19 pm|Action: addAppointmentMTLA1212|QUEA121212|SURGEON | Parameters: USER:MONserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 01:08:19 pm|Action: addAppointmentMTLA1212|QUEA121212|SURGEON | Parameters: USER:QUEserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 01:08:24 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-11 12:59:36 am|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE121212=Appointment{Number of Appoinntment='9}}, SURGEON={MTLN121212=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-11 12:59:50 am|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 12:59:50 am|Action: Appointment BookedQUEE121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: TRUE
DATE: 2022-02-11 12:59:50 am|Action: Appointment BookedQUEE121212 | Parameters: USER:queserverMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-11 01:00:10 am|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 01:00:10 am|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE121212PHYSICIAN][QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 01:00:10 am|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 01:00:10 am|Action:  | Parameters: USER: QUEServerMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN/ NumofAppointment:  | Action Status: Failed | Resonse: appointmentbook
DATE: 2022-02-11 01:00:10 am|Action: Appointment notBookedQUEE121212 | Parameters: USER: queserverMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN/ NumofAppointment:  | Action Status: Failed | Resonse: Appointment Notadded
DATE: 2022-02-11 01:00:25 am|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-11 01:00:25 am|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-11 01:00:25 am|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE121212=Appointment{Number of Appoinntment='9}}, SURGEON={MTLN121212=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='9}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-11 01:00:39 am|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 01:00:39 am|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE121212PHYSICIAN][QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 01:00:39 am|Action: Appointment BookedSHEE121212 | Parameters: USER: sheserverMTLA1212/ AppointmentId: SHEE121212/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: TRUE
DATE: 2022-02-11 01:00:39 am|Action: Appointment BookedSHEE121212 | Parameters: USER:SHEserverMTLA1212/ AppointmentId: SHEE121212/ AppointmentType: PHYSICIAN/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-11 01:01:05 am|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 01:01:05 am|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 01:01:05 am|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE121212PHYSICIAN][QUEE121212PHYSICIAN][SHEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 01:01:05 am|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 01:01:05 am|Action:  | Parameters: USER: QUEServerMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: DENTIST/ NumofAppointment:  | Action Status: Failed | Resonse: appointmentbook
DATE: 2022-02-11 01:01:05 am|Action: Appointment notBookedSHEA121212 | Parameters: USER: SHEserverMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: DENTIST/ NumofAppointment:  | Action Status: Failed | Resonse: Appointment Notbooked
DATE: 2022-02-11 01:01:52 am|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 01:01:52 am|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 01:01:52 am|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE121212PHYSICIAN][QUEE121212PHYSICIAN][SHEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 05:21:08 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-11 05:21:08 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-11 05:21:08 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE121212=Appointment{Number of Appoinntment='10}}, SURGEON={MTLN121212=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-11 05:21:08 pm|Action: addAppointmentMTLA1212|MTLE121212|PHYSICIAN | Parameters: USER:MONserverMTLA1212/ AppointmentId: MTLE121212/ AppointmentType: PHYSICIAN/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-11 05:21:49 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-11 05:21:49 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-11 05:21:49 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE121212=Appointment{Number of Appoinntment='12}}, SURGEON={MTLN121212=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-11 05:21:49 pm|Action: addAppointmentMTLA1212|MTLE121212|SURGEON | Parameters: USER:MONserverMTLA1212/ AppointmentId: MTLE121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-11 05:22:46 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-11 05:22:46 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-11 05:22:46 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE121212=Appointment{Number of Appoinntment='12}}, SURGEON={MTLN121212=Appointment{Number of Appoinntment='10}, MTLE121212=Appointment{Number of Appoinntment='12}}, DENTIST={MTLA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-11 05:22:46 pm|Action: addAppointmentMTLA1212|MTLE121212|DENTIST | Parameters: USER:MONserverMTLA1212/ AppointmentId: MTLE121212/ AppointmentType: DENTIST/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-11 05:23:06 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-11 05:23:06 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-11 05:23:06 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE121212=Appointment{Number of Appoinntment='12}}, SURGEON={MTLN121212=Appointment{Number of Appoinntment='10}, MTLE121212=Appointment{Number of Appoinntment='12}}, DENTIST={MTLA121212=Appointment{Number of Appoinntment='10}, MTLE121212=Appointment{Number of Appoinntment='12}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-11 05:23:06 pm|Action: addAppointmentMTLA1212|MTLE121212|PHYSICIAN | Parameters: USER:MONserverMTLA1212/ AppointmentId: MTLE121212/ AppointmentType: PHYSICIAN/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-11 05:23:44 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-11 05:23:44 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-11 05:23:44 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE121212=Appointment{Number of Appoinntment='12}}, SURGEON={MTLN121212=Appointment{Number of Appoinntment='10}, MTLE121212=Appointment{Number of Appoinntment='12}}, DENTIST={MTLA121212=Appointment{Number of Appoinntment='10}, MTLE121212=Appointment{Number of Appoinntment='12}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-11 05:23:44 pm|Action: Appointment notAddedSHEE121212 | Parameters: USER: MTLserverMTLA1212/ AppointmentId: SHEE121212/ AppointmentType: PHYSICIAN/ NumofAppointment: 12 | Action Status: Failed | Resonse: Appointment Notadded
DATE: 2022-02-11 05:24:13 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-11 05:24:13 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-11 05:24:13 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE121212=Appointment{Number of Appoinntment='12}}, SURGEON={MTLN121212=Appointment{Number of Appoinntment='10}, MTLE121212=Appointment{Number of Appoinntment='12}}, DENTIST={MTLA121212=Appointment{Number of Appoinntment='10}, MTLE121212=Appointment{Number of Appoinntment='12}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-11 05:24:30 pm|Action: Appointment notremovedQUEE121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN/ NumofAppointment: 0 | Action Status: Failed | Resonse: Appointment Notadded
DATE: 2022-02-11 05:25:30 pm|Action: Appointment BookedMTLE121212 | Parameters: USER: mtlserverMTLA1212/ AppointmentId: MTLE121212/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: TRUE
DATE: 2022-02-11 05:37:06 pm|Action: Appointment not BookedMTLE121212 | Parameters: USER:mtlserverMTLA1212/ AppointmentId: MTLE121212/ AppointmentType: PHYSICIAN | Action Status: failed | Resonse: false
DATE: 2022-02-11 05:37:40 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 05:38:03 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-11 05:38:03 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-11 05:38:03 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE121212=Appointment{Number of Appoinntment='11}}, SURGEON={MTLN121212=Appointment{Number of Appoinntment='10}, MTLE121212=Appointment{Number of Appoinntment='12}}, DENTIST={MTLA121212=Appointment{Number of Appoinntment='10}, MTLE121212=Appointment{Number of Appoinntment='12}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-11 05:38:03 pm|Action: Appointment notAddedSHEE121212 | Parameters: USER: MTLserverMTLA1212/ AppointmentId: SHEE121212/ AppointmentType: PHYSICIAN/ NumofAppointment: 12 | Action Status: Failed | Resonse: Appointment Notadded
DATE: 2022-02-11 05:38:07 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-11 05:38:07 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-11 05:38:07 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE121212=Appointment{Number of Appoinntment='11}}, SURGEON={MTLN121212=Appointment{Number of Appoinntment='10}, MTLE121212=Appointment{Number of Appoinntment='12}}, DENTIST={MTLA121212=Appointment{Number of Appoinntment='10}, MTLE121212=Appointment{Number of Appoinntment='12}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-11 05:38:46 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-11 05:38:46 pm|Action: Appointment BookedQUEE121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: TRUE
DATE: 2022-02-11 05:38:46 pm|Action: Appointment BookedQUEE121212 | Parameters: USER:queserverMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-11 05:39:11 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 05:39:11 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE121212PHYSICIAN][QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 05:39:54 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-11 05:39:54 pm|Action: Appointment not BookedQUEN121212 | Parameters: USER:QUEserverMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: PHYSICIAN | Action Status: failed | Resonse: false
DATE: 2022-02-11 05:39:54 pm|Action: Appointment notBookedQUEN121212 | Parameters: USER: queserverMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: PHYSICIAN/ NumofAppointment:  | Action Status: Failed | Resonse: Appointment Notadded
DATE: 2022-02-11 05:40:37 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-11 05:40:37 pm|Action:  | Parameters: USER: QUEServerMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: SURGEON/ NumofAppointment:  | Action Status: Failed | Resonse: appointmentbook
DATE: 2022-02-11 05:40:37 pm|Action: Appointment notBookedQUEN121212 | Parameters: USER: queserverMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: SURGEON/ NumofAppointment:  | Action Status: Failed | Resonse: Appointment Notadded
DATE: 2022-02-11 05:41:31 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-11 05:41:31 pm|Action:  | Parameters: USER: QUEServerMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: SURGEON/ NumofAppointment:  | Action Status: Failed | Resonse: appointmentbook
DATE: 2022-02-11 05:41:31 pm|Action: Appointment notBookedQUEN121212 | Parameters: USER: queserverMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: SURGEON/ NumofAppointment:  | Action Status: Failed | Resonse: Appointment Notadded
DATE: 2022-02-11 05:42:11 pm|Action: Appointment BookedMTLE121212 | Parameters: USER: mtlserverMTLA1212/ AppointmentId: MTLE121212/ AppointmentType: SURGEON | Action Status: Success | Resonse: TRUE
DATE: 2022-02-11 05:43:09 pm|Action: Appointment BookedSHEA121212 | Parameters: USER: sheserverMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: DENTIST | Action Status: Success | Resonse: TRUE
DATE: 2022-02-11 05:43:09 pm|Action: Appointment BookedSHEA121212 | Parameters: USER:SHEserverMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: DENTIST/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-11 05:43:21 pm|Action:  | Parameters: USER: QUEServerMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: DENTIST/ NumofAppointment:  | Action Status: Failed | Resonse: appointmentbook
DATE: 2022-02-11 05:43:21 pm|Action: Appointment notBookedSHEA121212 | Parameters: USER: SHEserverMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: DENTIST/ NumofAppointment:  | Action Status: Failed | Resonse: Appointment Notbooked
DATE: 2022-02-11 05:43:42 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-11 05:43:42 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
